227548,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,06/12/2010 04:48:55,4.91,0.426,מדודים,גאות,נקודה פנימית
227549,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,06/12/2010 05:47:37,4.95,0.464,מדודים,גאות,נקודה פנימית
227550,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,06/12/2010 06:37:10,4.99,0.501,מדודים,גאות,נקודה פנימית
227551,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,06/12/2010 07:27:23,5.03,0.54,מדודים,גאות,נקודה פנימית
227552,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,06/12/2010 07:49:34,5.08,0.59,מדודים,גאות,נקודה פנימית
227553,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,06/12/2010 09:18:55,5.11,0.62,מדודים,גאות,נקודה פנימית
227554,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,06/12/2010 12:36:31,5.06,0.57,מדודים,גאות,נקודה פנימית
227555,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,06/12/2010 14:52:10,5.03,0.54,מדודים,גאות,נקודה פנימית
227556,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,06/12/2010 15:39:08,5.03,0.54,מדודים,גאות,נקודה פנימית
227557,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,07/12/2010 00:13:03,4.99,0.501,מדודים,גאות,נקודה פנימית
227558,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,07/12/2010 07:31:18,4.96,0.473,מדודים,גאות,נקודה פנימית
227567,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 10:02:56,4.51,0.42,משוחזרים,גאות,נקודה פנימית
227568,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 13:16:06,4.58,0.56,משוחזרים,גאות,נקודה פנימית
227569,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 13:30:00,4.64,0.8,משוחזרים,גאות,נקודה פנימית
227570,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 13:34:23,4.69,1.05,מדודים,גאות,נקודה פנימית
227571,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 14:23:25,4.74,1.34,מדודים,גאות,נקודה פנימית
227572,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 14:56:20,4.78,1.58,מדודים,גאות,נקודה פנימית
227573,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 15:11:42,4.82,1.83,מדודים,גאות,נקודה פנימית
227574,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 15:59:16,4.87,2.155,מדודים,גאות,נקודה פנימית
227575,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 17:19:01,4.9,2.35,מדודים,גאות,נקודה פנימית
227576,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 18:05:51,4.95,3.425,מדודים,גאות,נקודה פנימית
227577,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 19:15:22,4.99,4.285,מדודים,גאות,נקודה פנימית
227578,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 19:24:09,5.05,6.8,מדודים,גאות,נקודה פנימית
227579,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 19:30:00,5.1,9.1,מדודים,גאות,נקודה פנימית
227580,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 19:48:18,5.16,12.04,מדודים,גאות,נקודה פנימית
227581,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 19:49:45,5.21,14.5,מדודים,גאות,נקודה פנימית
227582,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 20:02:56,5.25,16.5,מדודים,גאות,נקודה פנימית
227583,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 20:16:50,5.36,22.12,מדודים,גאות,נקודה פנימית
227584,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 20:20:29,5.41,24.74,מדודים,גאות,נקודה פנימית
227585,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 20:29:16,5.45,26.9,מדודים,גאות,נקודה פנימית
227586,17135,ירקון - כביש הרצליה,YARQON - HERZLIA ROAD,2010/2011,12/12/2010 20:41:42,5.49,29.06,מדודים,גאות,נקודה פנימית
